state,year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,Median AQI,Avg_Temp,Total_Sightings
West Virginia,2017,4054,3163,888,3,0,0,0,83.14285714,39.28571429,55.74053124,118
West Virginia,2018,3918,3161,754,3,0,0,0,87.28571429,37.28571429,55.27162602,301
West Virginia,2019,3686,3086,597,3,0,0,0,81.5,38.78571429,56.17897878,115
West Virginia,2020,3698,3288,408,2,0,0,0,81.28571429,35.35714286,56.56677817,179
West Virginia,2021,3996,3125,870,1,0,0,0,84.35714286,37.64285714,57.29979254,226
West Virginia,2022,3787,3148,638,1,0,0,0,83,36.5,56.09281437,120
West Virginia,2023,3647,2810,808,18,10,1,0,159.8461538,39.46153846,53.76147659,107
West Virginia,2024,1003,807,196,0,0,0,0,66.76923077,36.23076923,54.30564329,40
Wisconsin,2009,7985,6298,1615,66,6,0,0,116.625,38.25,48.99245099,1
Wisconsin,2010,7820,5995,1724,89,12,0,0,115.6060606,39.6969697,53.68141955,97
Wisconsin,2011,7218,5289,1827,90,11,1,0,122.3,39.3,49.82577558,429
Wisconsin,2012,7842,5068,2423,289,62,0,0,139.7419355,39.70967742,53.4331814,252
Wisconsin,2013,8022,5535,2444,42,0,1,0,95.40625,37.875,46.65617704,320
Wisconsin,2014,7598,5481,2049,68,0,0,0,113.5,41.07692308,46.10283699,742
Wisconsin,2015,7796,6018,1730,46,2,0,0,109.1851852,39.74074074,50.63293466,1452
Wisconsin,2016,7639,6098,1438,96,7,0,0,118.7037037,37.85185185,52.55663043,1318
Wisconsin,2017,8330,6742,1532,56,0,0,0,100.8888889,38.74074074,48.39637736,1171
Wisconsin,2018,8431,6305,2043,70,13,0,0,124.5925926,41.62962963,48.83803789,1542
Wisconsin,2019,8058,6357,1682,19,0,0,0,99.59259259,38.55555556,47.23649872,7514
Wisconsin,2020,8071,6207,1794,64,6,0,0,120.6666667,38.77777778,49.29538345,1579
Wisconsin,2021,8586,5976,2530,75,5,0,0,118.0344828,41.4137931,50.62265189,3123
Wisconsin,2022,8702,6791,1857,47,7,0,0,112.2068966,39.17241379,47.34355362,1125
Wisconsin,2023,8751,5511,2839,321,64,16,0,186.4827586,43.96551724,48.97614238,997
Wisconsin,2024,1625,1336,289,0,0,0,0,61.71428571,36.39285714,47.1251004,913
Wyoming,2010,4968,3913,1041,14,0,0,0,90.72222222,33.16666667,44.40079873,2
Wyoming,2011,5309,4060,1215,28,3,3,0,99.44444444,35.16666667,43.98778435,2
Wyoming,2012,5568,3866,1625,66,9,2,0,122.6842105,37.52631579,48.14076825,2
Wyoming,2013,5727,4573,1139,13,1,0,1,108.3333333,37.27777778,43.42582852,5
Wyoming,2014,5888,4971,907,8,2,0,0,89.89473684,35.89473684,44.83979437,2
Wyoming,2015,5878,4906,950,18,4,0,0,110.7894737,35.89473684,45.86872133,29
Wyoming,2016,5929,5069,856,3,1,0,0,94.88888889,37.83333333,45.68168902,26
Wyoming,2017,5560,4262,1257,29,9,2,1,169.5882353,39.05882353,44.26725803,14
Wyoming,2018,5934,4528,1381,22,3,0,0,106.5,39.77777778,43.89129984,1
Wyoming,2020,6118,5188,861,52,15,1,1,199.5555556,35.94444444,44.33438683,18
Wyoming,2021,6311,4907,1287,107,4,1,5,159.4444444,35.55555556,46.58684881,14
Wyoming,2022,6528,5525,970,21,7,0,5,154.2222222,36.38888889,43.4696715,16
Wyoming,2023,6536,5419,1073,36,6,1,1,121.8888889,36.55555556,43.03130166,8
Wyoming,2024,2190,2000,182,7,1,0,0,71.52941176,29.23529412,40.8639906,2
