State,County,Year,Avg_Temp
California,Stanislaus,2020,64.17781274453552
California,Stanislaus,2021,64.45112698660171
California,Stanislaus,2022,63.842936165980795
California,Stanislaus,2023,62.57932345068493
California,Stanislaus,2024,60.447610934272305
California,Sutter,2010,62.07724602191781
California,Sutter,2011,59.86704077142857
California,Sutter,2012,63.42050934349031
California,Sutter,2015,56.10658275000001
California,Sutter,2016,65.63374803717473
California,Sutter,2017,65.0420941620209
California,Sutter,2018,64.45368359964412
California,Sutter,2019,63.63174984228769
California,Sutter,2020,66.51082887304348
California,Sutter,2021,67.12996800174825
California,Sutter,2022,66.81736326352531
California,Sutter,2023,64.99494740932641
California,Sutter,2024,53.26124174725275
California,Tehama,2010,69.390172125
California,Tehama,2011,69.76653079347825
California,Tehama,2012,72.46331522826087
California,Tehama,2016,73.2490965472973
California,Tehama,2017,71.73515946411483
California,Tehama,2018,71.59921750243903
California,Tehama,2019,71.55930901724138
California,Tehama,2020,73.6576546201923
California,Tehama,2021,73.62445035751296
California,Tehama,2022,71.81891407042254
California,Tehama,2023,69.95164289719627
California,Tulare,2010,59.550098180365296
California,Tulare,2011,58.951877874792245
California,Tulare,2012,61.232883753363225
California,Tulare,2013,60.96050694899935
California,Tulare,2014,65.21218278369906
California,Tulare,2015,63.97864301095461
California,Tulare,2016,63.89492536266258
California,Tulare,2017,64.44168258433014
California,Tulare,2018,64.2110789389587
California,Tulare,2019,62.95753230246913
California,Tulare,2020,64.36775288262194
California,Tulare,2021,64.19420351554209
California,Tulare,2022,65.29268701758794
California,Tulare,2023,63.163037519531244
California,Tulare,2024,59.91640582434783
California,Tuolumne,2010,57.11820832054794
California,Tuolumne,2011,56.38356167945206
California,Tuolumne,2012,59.77479490983607
California,Tuolumne,2013,61.62849172016461
California,Tuolumne,2016,63.69986287121212
California,Tuolumne,2017,60.17643006575342
California,Tuolumne,2018,59.979965168508286
California,Tuolumne,2019,58.820521903846156
California,Tuolumne,2020,60.20842041643836
California,Tuolumne,2021,59.79527859281437
California,Tuolumne,2022,59.51013093678161
California,Tuolumne,2023,46.53647402912622
California,Ventura,2010,60.127912738417386
California,Ventura,2011,60.12199784772234
California,Ventura,2012,62.185303697949884
California,Ventura,2013,62.169399127853886
California,Ventura,2014,64.26888277345537
California,Ventura,2015,64.08349020821917
California,Ventura,2016,63.12460635837886
California,Ventura,2017,63.811964709132425
California,Ventura,2018,62.99185943855642
California,Ventura,2019,61.28492473168499
California,Ventura,2020,63.25660177945205
California,Ventura,2021,61.82236967153951
California,Ventura,2022,63.15783015430403
California,Ventura,2023,60.04949200716113
California,Ventura,2024,57.06558585934066
California,Yolo,2010,60.05790372876712
California,Yolo,2011,61.981099591780826
California,Yolo,2012,62.16962734671532
California,Yolo,2016,61.88087041225627
California,Yolo,2017,62.117782500000004
California,Yolo,2018,61.4720828953168
California,Yolo,2019,61.49477169315069
California,Yolo,2020,62.89206448087431
California,Yolo,2021,62.72522251862464
California,Yolo,2022,61.87559989221557
California,Yolo,2023,60.6602247445055
California,Yolo,2024,51.92863985057472
Colorado,Adams,2010,52.76228382849239
Colorado,Adams,2011,52.56950710142858
Colorado,Adams,2012,54.76700743767312
Colorado,Adams,2013,51.92878033815029
Colorado,Adams,2014,51.750972877914954
Colorado,Adams,2015,50.508358055666
Colorado,Adams,2016,53.81047516666667
Colorado,Adams,2017,57.1415815059761
Colorado,Adams,2018,56.95504252525252
Colorado,Adams,2019,50.71715848011363
Colorado,Adams,2020,53.47384169125684
Colorado,Adams,2021,54.55001687892377
Colorado,Adams,2022,52.402587493036215
Colorado,Adams,2023,50.36702532328767
Colorado,Adams,2024,51.0580254084507
Colorado,Arapahoe,2010,51.00312055132451
Colorado,Arapahoe,2011,51.98817371818182
Colorado,Arapahoe,2012,53.83848321340629
